0,RP
0.45397702506365,RP
0.9079540501273,RP
1.36193107519095,RP
1.8159081002546,RP
2.26988512531825,RP
2.7238621503819,RP
3.17783917544555,RP
3.6318162005092,RP
4.08579322557285,RP
4.5397702506365,RP
4.99374727570015,RP
5.4477243007638,RP
5.90170132582745,RP
6.3556783508911,RP
6.80965537595475,RP
7.2636324010184,RP
7.71760942608205,RP
8.1715864511457,RP
8.62556347620935,RP
9.079540501273,RP
9.53351752633665,RP
9.9874945514003,RP
10.4414715764639,RP
10.8954486015276,RP
11.3494256265912,RP
11.8034026516549,RP
12.2573796767185,RP
12.7113567017822,RP
13.1653337268458,RP
13.6193107519095,RP
14.0732877769731,RP
14.5272648020368,RP
14.9812418271004,RP
15.4352188521641,RP
15.8891958772277,RP
16.3431729022914,RP
16.797149927355,RP
17.2511269524187,RP
17.7051039774823,RP
18.159081002546,RP
18.6130580276096,RP
19.0670350526733,RP
19.5210120777369,RP
19.9749891028006,RP
20.4289661278642,RP
20.8829431529279,RP
21.3369201779915,RP
21.7908972030552,RP
22.2448742281188,RP
22.6988512531825,RP
23.1528282782462,RP
23.6068053033098,RP
24.0607823283734,RP
24.5147593534371,RP
24.9687363785007,RP
25.4227134035644,RP
25.876690428628,RP
26.3306674536917,RP
26.7846444787553,RP
27.238621503819,RP
27.6925985288826,RP
28.1465755539463,RP
28.6005525790099,RP
29.0545296040736,RP
29.5085066291372,RP
29.9624836542009,RP
30.4164606792645,RP
30.8704377043282,RP
31.3244147293918,RP
31.7783917544555,RP
32.2323687795191,RP
32.6863458045828,RP
33.1403228296465,RP
33.5942998547101,RP
34.0482768797737,RP
34.5022539048374,RP
34.956230929901,RP
35.4102079549647,RP
35.8641849800283,RP
36.318162005092,RP
36.7721390301556,RP
37.2261160552193,RP
37.6800930802829,RP
38.1340701053466,RP
38.5880471304103,RP
39.0420241554739,RP
39.4960011805375,RP
39.9499782056012,RP
40.4039552306648,RP
40.8579322557285,RP
41.3119092807922,RP
41.7658863058558,RP
42.2198633309194,RP
42.6738403559831,RP
43.1278173810467,RP
43.5817944061104,RP
44.035771431174,RP
44.4897484562377,RP
44.9437254813013,RP
44.9437254813013,HP
46.9639275015034,HP
48.9841295217054,HP
51.0043315419074,HP
53.0245335621094,HP
55.0447355823114,HP
57.0649376025135,HP
59.0851396227155,HP
61.1053416429175,HP
63.1255436631195,HP
65.1457456833215,HP
67.1659477035236,HP
69.1861497237256,HP
71.2063517439276,HP
73.2265537641296,HP
75.2467557843317,HP
77.2669578045337,HP
79.2871598247357,HP
81.3073618449377,HP
83.3275638651397,HP
85.3477658853418,HP
87.3679679055438,HP
89.3881699257458,HP
91.4083719459478,HP
93.4285739661498,HP
95.4487759863519,HP
97.4689780065539,HP
99.4891800267559,HP
101.509382046958,HP
103.52958406716,HP
105.549786087362,HP
107.569988107564,HP
109.590190127766,HP
111.610392147968,HP
113.63059416817,HP
115.650796188372,HP
117.670998208574,HP
119.691200228776,HP
121.711402248978,HP
123.73160426918,HP
125.751806289382,HP
127.772008309584,HP
129.792210329786,HP
131.812412349988,HP
133.83261437019,HP
135.852816390392,HP
137.873018410594,HP
139.893220430796,HP
141.913422450998,HP
143.9336244712,HP
145.953826491402,HP
147.974028511604,HP
149.994230531806,HP
152.014432552008,HP
154.03463457221,HP
156.054836592412,HP
158.075038612614,HP
160.095240632817,HP
162.115442653019,HP
164.135644673221,HP
166.155846693423,HP
168.176048713625,HP
170.196250733827,HP
172.216452754029,HP
174.236654774231,HP
176.256856794433,HP
178.277058814635,HP
180.297260834837,HP
182.317462855039,HP
184.337664875241,HP
186.357866895443,HP
188.378068915645,HP
190.398270935847,HP
192.418472956049,HP
194.438674976251,HP
196.458876996453,HP
198.479079016655,HP
200.499281036857,HP
202.519483057059,HP
204.539685077261,HP
206.559887097463,HP
208.580089117665,HP
210.600291137867,HP
212.620493158069,HP
214.640695178271,HP
216.660897198473,HP
218.681099218675,HP
220.701301238877,HP
222.721503259079,HP
224.741705279281,HP
226.761907299483,HP
228.782109319685,HP
230.802311339887,HP
232.822513360089,HP
234.842715380291,HP
236.862917400493,HP
238.883119420695,HP
240.903321440897,HP
242.923523461099,HP
244.943725481301,HP
244.943725481301,DP
245.311728727553,DP
245.679731973805,DP
246.047735220056,DP
246.415738466308,DP
246.78374171256,DP
247.151744958812,DP
247.519748205063,DP
247.887751451315,DP
248.255754697567,DP
248.623757943818,DP
248.99176119007,DP
249.359764436322,DP
249.727767682574,DP
250.095770928825,DP
250.463774175077,DP
250.831777421329,DP
251.19978066758,DP
251.567783913832,DP
251.935787160084,DP
252.303790406336,DP
252.671793652587,DP
253.039796898839,DP
253.407800145091,DP
253.775803391342,DP
254.143806637594,DP
254.511809883846,DP
254.879813130098,DP
